filename	protein_key	mutation_entry_count
S_921_full_feature_dict.pickle	2trxA	2
S_921_full_feature_dict.pickle	3c7wA	1
S_921_full_feature_dict.pickle	3c7yA	1
S_921_full_feature_dict.pickle	3c80A	1
S_921_full_feature_dict.pickle	3c81A	1
S_921_full_feature_dict.pickle	3c83A	1
S_921_full_feature_dict.pickle	3c8qA	1
S_921_full_feature_dict.pickle	3c8rA	1
S_921_full_feature_dict.pickle	3c8sA	1
S_921_full_feature_dict.pickle	3cdoA	1
S_921_full_feature_dict.pickle	3cdqA	1
S_921_full_feature_dict.pickle	3cdrA	1
S_921_full_feature_dict.pickle	3cdtA	1
S_921_full_feature_dict.pickle	3cdvA	1
S_921_full_feature_dict.pickle	3d2aA	3
S_921_full_feature_dict.pickle	3fi5A	1
S_921_full_feature_dict.pickle	3mbpA	14
S_921_full_feature_dict.pickle	451cA	6
S_921_full_feature_dict.pickle	4lyzA	2
S_921_pmppn_info_dict.pickle	107lA	1
S_921_pmppn_info_dict.pickle	108lA	1
S_921_pmppn_info_dict.pickle	109lA	1
S_921_pmppn_info_dict.pickle	110lA	1
S_921_pmppn_info_dict.pickle	111lA	1
S_921_pmppn_info_dict.pickle	112lA	1
S_921_pmppn_info_dict.pickle	113lA	1
S_921_pmppn_info_dict.pickle	114lA	1
S_921_pmppn_info_dict.pickle	115lA	1
S_921_pmppn_info_dict.pickle	118lA	1
S_921_pmppn_info_dict.pickle	119lA	1
S_921_pmppn_info_dict.pickle	120lA	1
S_921_pmppn_info_dict.pickle	122lA	1
S_921_pmppn_info_dict.pickle	123lA	1
S_921_pmppn_info_dict.pickle	125lA	1
S_921_pmppn_info_dict.pickle	126lA	1
S_921_pmppn_info_dict.pickle	127lA	1
S_921_pmppn_info_dict.pickle	128lA	1
S_921_pmppn_info_dict.pickle	137lA	1
S_921_pmppn_info_dict.pickle	1aarA	10
S_921_pmppn_info_dict.pickle	1aj3A	3
S_921_pmppn_info_dict.pickle	1akkA	1
S_921_pmppn_info_dict.pickle	1apsA	6
S_921_pmppn_info_dict.pickle	1ayfB	11
S_921_pmppn_info_dict.pickle	1b5mA	2
S_921_pmppn_info_dict.pickle	1bniA	18
S_921_pmppn_info_dict.pickle	1bnlA	1
S_921_pmppn_info_dict.pickle	1bpiA	43
S_921_pmppn_info_dict.pickle	1bptA	1
S_921_pmppn_info_dict.pickle	1c2rA	5
S_921_pmppn_info_dict.pickle	1ctwA	1
S_921_pmppn_info_dict.pickle	1cu0A	1
S_921_pmppn_info_dict.pickle	1cu2A	1
S_921_pmppn_info_dict.pickle	1cu3A	1
S_921_pmppn_info_dict.pickle	1cu5A	1
S_921_pmppn_info_dict.pickle	1cu6A	1
S_921_pmppn_info_dict.pickle	1cupA	1
S_921_pmppn_info_dict.pickle	1cuqA	1
S_921_pmppn_info_dict.pickle	1cv0A	1
S_921_pmppn_info_dict.pickle	1cv1A	1
S_921_pmppn_info_dict.pickle	1cv3A	1
S_921_pmppn_info_dict.pickle	1cv4A	1
S_921_pmppn_info_dict.pickle	1cv5A	1
S_921_pmppn_info_dict.pickle	1cv6A	1
S_921_pmppn_info_dict.pickle	1cvkA	1
S_921_pmppn_info_dict.pickle	1cyoA	13
S_921_pmppn_info_dict.pickle	1d2wA	1
S_921_pmppn_info_dict.pickle	1d2yA	1
S_921_pmppn_info_dict.pickle	1d3jA	1
S_921_pmppn_info_dict.pickle	1divA	30
S_921_pmppn_info_dict.pickle	1el1A	4
S_921_pmppn_info_dict.pickle	1ey0A	3
S_921_pmppn_info_dict.pickle	1fanA	1
S_921_pmppn_info_dict.pickle	1flvA	11
S_921_pmppn_info_dict.pickle	1fnfA	1
S_921_pmppn_info_dict.pickle	1ftgA	9
S_921_pmppn_info_dict.pickle	1g06A	1
S_921_pmppn_info_dict.pickle	1g0gA	1
S_921_pmppn_info_dict.pickle	1g0kA	1
S_921_pmppn_info_dict.pickle	1g0lA	1
S_921_pmppn_info_dict.pickle	1g0mA	1
S_921_pmppn_info_dict.pickle	1g0pA	1
S_921_pmppn_info_dict.pickle	1g0qA	1
S_921_pmppn_info_dict.pickle	1g1vA	1
S_921_pmppn_info_dict.pickle	1g1wA	1
S_921_pmppn_info_dict.pickle	1g6nA	1
S_921_pmppn_info_dict.pickle	1hngA	10
S_921_pmppn_info_dict.pickle	1hz6A	58
S_921_pmppn_info_dict.pickle	1i6sA	1
S_921_pmppn_info_dict.pickle	1igvA	1
S_921_pmppn_info_dict.pickle	1iobA	1
S_921_pmppn_info_dict.pickle	1l24A	1
S_921_pmppn_info_dict.pickle	1l55A	1
S_921_pmppn_info_dict.pickle	1l56A	1
S_921_pmppn_info_dict.pickle	1l59A	1
S_921_pmppn_info_dict.pickle	1l61A	1
S_921_pmppn_info_dict.pickle	1l62A	1
S_921_pmppn_info_dict.pickle	1l63A	18
S_921_pmppn_info_dict.pickle	1l65A	1
S_921_pmppn_info_dict.pickle	1l66A	1
S_921_pmppn_info_dict.pickle	1l67A	1
S_921_pmppn_info_dict.pickle	1l76A	1
S_921_pmppn_info_dict.pickle	1l77A	1
S_921_pmppn_info_dict.pickle	1l85A	1
S_921_pmppn_info_dict.pickle	1l86A	1
S_921_pmppn_info_dict.pickle	1l87A	1
S_921_pmppn_info_dict.pickle	1l88A	1
S_921_pmppn_info_dict.pickle	1l90A	1
S_921_pmppn_info_dict.pickle	1l91A	1
S_921_pmppn_info_dict.pickle	1l92A	1
S_921_pmppn_info_dict.pickle	1l93A	1
S_921_pmppn_info_dict.pickle	1l94A	1
S_921_pmppn_info_dict.pickle	1l95A	1
S_921_pmppn_info_dict.pickle	1l96A	1
S_921_pmppn_info_dict.pickle	1lhhA	1
S_921_pmppn_info_dict.pickle	1lhiA	1
S_921_pmppn_info_dict.pickle	1lhjA	1
S_921_pmppn_info_dict.pickle	1lhkA	1
S_921_pmppn_info_dict.pickle	1lhlA	1
S_921_pmppn_info_dict.pickle	1lyeA	1
S_921_pmppn_info_dict.pickle	1lyfA	1
S_921_pmppn_info_dict.pickle	1lygA	1
S_921_pmppn_info_dict.pickle	1lyhA	1
S_921_pmppn_info_dict.pickle	1lyiA	1
S_921_pmppn_info_dict.pickle	1lyjA	1
S_921_pmppn_info_dict.pickle	1lz1A	5
S_921_pmppn_info_dict.pickle	1nagA	1
S_921_pmppn_info_dict.pickle	1oiaA	1
S_921_pmppn_info_dict.pickle	1oncA	1
S_921_pmppn_info_dict.pickle	1otrB	24
S_921_pmppn_info_dict.pickle	1p2lA	1
S_921_pmppn_info_dict.pickle	1p2rA	1
S_921_pmppn_info_dict.pickle	1p36A	1
S_921_pmppn_info_dict.pickle	1p46A	1
S_921_pmppn_info_dict.pickle	1p6yA	1
S_921_pmppn_info_dict.pickle	1p7sA	1
S_921_pmppn_info_dict.pickle	1pgaA	27
S_921_pmppn_info_dict.pickle	1qlpA	2
S_921_pmppn_info_dict.pickle	1qs5A	1
S_921_pmppn_info_dict.pickle	1qsbA	1
S_921_pmppn_info_dict.pickle	1qt6A	1
S_921_pmppn_info_dict.pickle	1qt7A	1
S_921_pmppn_info_dict.pickle	1qtbA	1
S_921_pmppn_info_dict.pickle	1qtcA	1
S_921_pmppn_info_dict.pickle	1qtdA	1
S_921_pmppn_info_dict.pickle	1rbrA	1
S_921_pmppn_info_dict.pickle	1rggA	2
S_921_pmppn_info_dict.pickle	1rn1C	27
S_921_pmppn_info_dict.pickle	1ropA	1
S_921_pmppn_info_dict.pickle	1rtbA	8
S_921_pmppn_info_dict.pickle	1shfA	1
S_921_pmppn_info_dict.pickle	1stnA	45
S_921_pmppn_info_dict.pickle	1sycA	1
S_921_pmppn_info_dict.pickle	1syeA	1
S_921_pmppn_info_dict.pickle	1sygA	1
S_921_pmppn_info_dict.pickle	1tenA	1
S_921_pmppn_info_dict.pickle	1titA	4
S_921_pmppn_info_dict.pickle	1ttgA	5
S_921_pmppn_info_dict.pickle	1u7sA	68
S_921_pmppn_info_dict.pickle	1ubqA	4
S_921_pmppn_info_dict.pickle	1vqbA	2
S_921_pmppn_info_dict.pickle	1w4hA	25
S_921_pmppn_info_dict.pickle	1yccA	20
S_921_pmppn_info_dict.pickle	1znjA	3
S_921_pmppn_info_dict.pickle	206lA	1
S_921_pmppn_info_dict.pickle	217lA	1
S_921_pmppn_info_dict.pickle	221lA	1
S_921_pmppn_info_dict.pickle	224lA	1
S_921_pmppn_info_dict.pickle	230lA	1
S_921_pmppn_info_dict.pickle	231lA	1
S_921_pmppn_info_dict.pickle	232lA	1
S_921_pmppn_info_dict.pickle	233lA	1
S_921_pmppn_info_dict.pickle	234lA	1
S_921_pmppn_info_dict.pickle	235lA	1
S_921_pmppn_info_dict.pickle	236lA	1
S_921_pmppn_info_dict.pickle	239lA	1
S_921_pmppn_info_dict.pickle	240lA	1
S_921_pmppn_info_dict.pickle	241lA	1
S_921_pmppn_info_dict.pickle	242lA	1
S_921_pmppn_info_dict.pickle	243lA	1
S_921_pmppn_info_dict.pickle	244lA	1
S_921_pmppn_info_dict.pickle	245lA	1
S_921_pmppn_info_dict.pickle	246lA	1
S_921_pmppn_info_dict.pickle	247lA	1
S_921_pmppn_info_dict.pickle	253lA	1
S_921_pmppn_info_dict.pickle	254lA	1
S_921_pmppn_info_dict.pickle	255lA	1
S_921_pmppn_info_dict.pickle	2abdA	2
S_921_pmppn_info_dict.pickle	2afgA	6
S_921_pmppn_info_dict.pickle	2ci2I	3
S_921_pmppn_info_dict.pickle	2hprA	3
S_921_pmppn_info_dict.pickle	2l78A	1
S_921_pmppn_info_dict.pickle	2lzmA	153
S_921_pmppn_info_dict.pickle	2ocjA	37
S_921_pmppn_info_dict.pickle	2q98A	9
S_921_pmppn_info_dict.pickle	2rn2A	7
S_921_pmppn_info_dict.pickle	2trxA	2
S_921_pmppn_info_dict.pickle	3c7wA	1
S_921_pmppn_info_dict.pickle	3c7yA	1
S_921_pmppn_info_dict.pickle	3c80A	1
S_921_pmppn_info_dict.pickle	3c81A	1
S_921_pmppn_info_dict.pickle	3c83A	1
S_921_pmppn_info_dict.pickle	3c8qA	1
S_921_pmppn_info_dict.pickle	3c8rA	1
S_921_pmppn_info_dict.pickle	3c8sA	1
S_921_pmppn_info_dict.pickle	3cdoA	1
S_921_pmppn_info_dict.pickle	3cdqA	1
S_921_pmppn_info_dict.pickle	3cdrA	1
S_921_pmppn_info_dict.pickle	3cdtA	1
S_921_pmppn_info_dict.pickle	3cdvA	1
S_921_pmppn_info_dict.pickle	3d2aA	3
S_921_pmppn_info_dict.pickle	3fi5A	1
S_921_pmppn_info_dict.pickle	3mbpA	14
S_921_pmppn_info_dict.pickle	451cA	6
S_921_pmppn_info_dict.pickle	4lyzA	2
S_921_pmppn_info_dict_V2.pickle	107lA	1
S_921_pmppn_info_dict_V2.pickle	108lA	1
S_921_pmppn_info_dict_V2.pickle	109lA	1
S_921_pmppn_info_dict_V2.pickle	110lA	1
S_921_pmppn_info_dict_V2.pickle	111lA	1
S_921_pmppn_info_dict_V2.pickle	112lA	1
S_921_pmppn_info_dict_V2.pickle	113lA	1
S_921_pmppn_info_dict_V2.pickle	114lA	1
S_921_pmppn_info_dict_V2.pickle	115lA	1
S_921_pmppn_info_dict_V2.pickle	118lA	1
S_921_pmppn_info_dict_V2.pickle	119lA	1
S_921_pmppn_info_dict_V2.pickle	120lA	1
S_921_pmppn_info_dict_V2.pickle	122lA	1
S_921_pmppn_info_dict_V2.pickle	123lA	1
S_921_pmppn_info_dict_V2.pickle	125lA	1
S_921_pmppn_info_dict_V2.pickle	126lA	1
S_921_pmppn_info_dict_V2.pickle	127lA	1
S_921_pmppn_info_dict_V2.pickle	128lA	1
S_921_pmppn_info_dict_V2.pickle	137lA	1
S_921_pmppn_info_dict_V2.pickle	1aarA	10
S_921_pmppn_info_dict_V2.pickle	1aj3A	3
S_921_pmppn_info_dict_V2.pickle	1akkA	1
S_921_pmppn_info_dict_V2.pickle	1apsA	6
S_921_pmppn_info_dict_V2.pickle	1ayfB	11
S_921_pmppn_info_dict_V2.pickle	1b5mA	2
S_921_pmppn_info_dict_V2.pickle	1bniA	18
S_921_pmppn_info_dict_V2.pickle	1bnlA	1
S_921_pmppn_info_dict_V2.pickle	1bpiA	43
S_921_pmppn_info_dict_V2.pickle	1bptA	1
S_921_pmppn_info_dict_V2.pickle	1c2rA	5
S_921_pmppn_info_dict_V2.pickle	1ctwA	1
S_921_pmppn_info_dict_V2.pickle	1cu0A	1
S_921_pmppn_info_dict_V2.pickle	1cu2A	1
S_921_pmppn_info_dict_V2.pickle	1cu3A	1
S_921_pmppn_info_dict_V2.pickle	1cu5A	1
S_921_pmppn_info_dict_V2.pickle	1cu6A	1
S_921_pmppn_info_dict_V2.pickle	1cupA	1
S_921_pmppn_info_dict_V2.pickle	1cuqA	1
S_921_pmppn_info_dict_V2.pickle	1cv0A	1
S_921_pmppn_info_dict_V2.pickle	1cv1A	1
S_921_pmppn_info_dict_V2.pickle	1cv3A	1
S_921_pmppn_info_dict_V2.pickle	1cv4A	1
S_921_pmppn_info_dict_V2.pickle	1cv5A	1
S_921_pmppn_info_dict_V2.pickle	1cv6A	1
S_921_pmppn_info_dict_V2.pickle	1cvkA	1
S_921_pmppn_info_dict_V2.pickle	1cyoA	13
S_921_pmppn_info_dict_V2.pickle	1d2wA	1
S_921_pmppn_info_dict_V2.pickle	1d2yA	1
S_921_pmppn_info_dict_V2.pickle	1d3jA	1
S_921_pmppn_info_dict_V2.pickle	1divA	30
S_921_pmppn_info_dict_V2.pickle	1el1A	4
S_921_pmppn_info_dict_V2.pickle	1ey0A	3
S_921_pmppn_info_dict_V2.pickle	1fanA	1
S_921_pmppn_info_dict_V2.pickle	1flvA	11
S_921_pmppn_info_dict_V2.pickle	1fnfA	1
S_921_pmppn_info_dict_V2.pickle	1ftgA	9
S_921_pmppn_info_dict_V2.pickle	1g06A	1
S_921_pmppn_info_dict_V2.pickle	1g0gA	1
S_921_pmppn_info_dict_V2.pickle	1g0kA	1
S_921_pmppn_info_dict_V2.pickle	1g0lA	1
S_921_pmppn_info_dict_V2.pickle	1g0mA	1
S_921_pmppn_info_dict_V2.pickle	1g0pA	1
S_921_pmppn_info_dict_V2.pickle	1g0qA	1
S_921_pmppn_info_dict_V2.pickle	1g1vA	1
S_921_pmppn_info_dict_V2.pickle	1g1wA	1
S_921_pmppn_info_dict_V2.pickle	1g6nA	1
S_921_pmppn_info_dict_V2.pickle	1hngA	10
S_921_pmppn_info_dict_V2.pickle	1hz6A	58
S_921_pmppn_info_dict_V2.pickle	1i6sA	1
S_921_pmppn_info_dict_V2.pickle	1igvA	1
S_921_pmppn_info_dict_V2.pickle	1iobA	1
S_921_pmppn_info_dict_V2.pickle	1l24A	1
S_921_pmppn_info_dict_V2.pickle	1l55A	1
S_921_pmppn_info_dict_V2.pickle	1l56A	1
S_921_pmppn_info_dict_V2.pickle	1l59A	1
S_921_pmppn_info_dict_V2.pickle	1l61A	1
S_921_pmppn_info_dict_V2.pickle	1l62A	1
S_921_pmppn_info_dict_V2.pickle	1l63A	18
S_921_pmppn_info_dict_V2.pickle	1l65A	1
S_921_pmppn_info_dict_V2.pickle	1l66A	1
S_921_pmppn_info_dict_V2.pickle	1l67A	1
S_921_pmppn_info_dict_V2.pickle	1l76A	1
S_921_pmppn_info_dict_V2.pickle	1l77A	1
S_921_pmppn_info_dict_V2.pickle	1l85A	1
S_921_pmppn_info_dict_V2.pickle	1l86A	1
S_921_pmppn_info_dict_V2.pickle	1l87A	1
S_921_pmppn_info_dict_V2.pickle	1l88A	1
S_921_pmppn_info_dict_V2.pickle	1l90A	1
S_921_pmppn_info_dict_V2.pickle	1l91A	1
S_921_pmppn_info_dict_V2.pickle	1l92A	1
S_921_pmppn_info_dict_V2.pickle	1l93A	1
S_921_pmppn_info_dict_V2.pickle	1l94A	1
S_921_pmppn_info_dict_V2.pickle	1l95A	1
S_921_pmppn_info_dict_V2.pickle	1l96A	1
S_921_pmppn_info_dict_V2.pickle	1lhhA	1
S_921_pmppn_info_dict_V2.pickle	1lhiA	1
S_921_pmppn_info_dict_V2.pickle	1lhjA	1
S_921_pmppn_info_dict_V2.pickle	1lhkA	1
S_921_pmppn_info_dict_V2.pickle	1lhlA	1
S_921_pmppn_info_dict_V2.pickle	1lyeA	1
S_921_pmppn_info_dict_V2.pickle	1lyfA	1
S_921_pmppn_info_dict_V2.pickle	1lygA	1
S_921_pmppn_info_dict_V2.pickle	1lyhA	1
S_921_pmppn_info_dict_V2.pickle	1lyiA	1
S_921_pmppn_info_dict_V2.pickle	1lyjA	1
S_921_pmppn_info_dict_V2.pickle	1lz1A	5
S_921_pmppn_info_dict_V2.pickle	1nagA	1
S_921_pmppn_info_dict_V2.pickle	1oiaA	1
S_921_pmppn_info_dict_V2.pickle	1oncA	1
S_921_pmppn_info_dict_V2.pickle	1otrB	24
S_921_pmppn_info_dict_V2.pickle	1p2lA	1
S_921_pmppn_info_dict_V2.pickle	1p2rA	1
S_921_pmppn_info_dict_V2.pickle	1p36A	1
S_921_pmppn_info_dict_V2.pickle	1p46A	1
S_921_pmppn_info_dict_V2.pickle	1p6yA	1
S_921_pmppn_info_dict_V2.pickle	1p7sA	1
S_921_pmppn_info_dict_V2.pickle	1pgaA	27
S_921_pmppn_info_dict_V2.pickle	1qlpA	2
S_921_pmppn_info_dict_V2.pickle	1qs5A	1
S_921_pmppn_info_dict_V2.pickle	1qsbA	1
S_921_pmppn_info_dict_V2.pickle	1qt6A	1
S_921_pmppn_info_dict_V2.pickle	1qt7A	1
S_921_pmppn_info_dict_V2.pickle	1qtbA	1
S_921_pmppn_info_dict_V2.pickle	1qtcA	1
S_921_pmppn_info_dict_V2.pickle	1qtdA	1
S_921_pmppn_info_dict_V2.pickle	1rbrA	1
S_921_pmppn_info_dict_V2.pickle	1rggA	2
S_921_pmppn_info_dict_V2.pickle	1rn1C	27
S_921_pmppn_info_dict_V2.pickle	1ropA	1
S_921_pmppn_info_dict_V2.pickle	1rtbA	8
S_921_pmppn_info_dict_V2.pickle	1shfA	1
S_921_pmppn_info_dict_V2.pickle	1stnA	45
S_921_pmppn_info_dict_V2.pickle	1sycA	1
S_921_pmppn_info_dict_V2.pickle	1syeA	1
S_921_pmppn_info_dict_V2.pickle	1sygA	1
S_921_pmppn_info_dict_V2.pickle	1tenA	1
S_921_pmppn_info_dict_V2.pickle	1titA	4
S_921_pmppn_info_dict_V2.pickle	1ttgA	5
S_921_pmppn_info_dict_V2.pickle	1u7sA	68
S_921_pmppn_info_dict_V2.pickle	1ubqA	4
S_921_pmppn_info_dict_V2.pickle	1vqbA	2
S_921_pmppn_info_dict_V2.pickle	1w4hA	25
S_921_pmppn_info_dict_V2.pickle	1yccA	20
S_921_pmppn_info_dict_V2.pickle	1znjA	3
S_921_pmppn_info_dict_V2.pickle	206lA	1
S_921_pmppn_info_dict_V2.pickle	217lA	1
S_921_pmppn_info_dict_V2.pickle	221lA	1
S_921_pmppn_info_dict_V2.pickle	224lA	1
S_921_pmppn_info_dict_V2.pickle	230lA	1
S_921_pmppn_info_dict_V2.pickle	231lA	1
S_921_pmppn_info_dict_V2.pickle	232lA	1
S_921_pmppn_info_dict_V2.pickle	233lA	1
S_921_pmppn_info_dict_V2.pickle	234lA	1
S_921_pmppn_info_dict_V2.pickle	235lA	1
S_921_pmppn_info_dict_V2.pickle	236lA	1
S_921_pmppn_info_dict_V2.pickle	239lA	1
S_921_pmppn_info_dict_V2.pickle	240lA	1
S_921_pmppn_info_dict_V2.pickle	241lA	1
S_921_pmppn_info_dict_V2.pickle	242lA	1
S_921_pmppn_info_dict_V2.pickle	243lA	1
